	Experiment	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	Final Grouping	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	BioSample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	R1	R2	Unnamed: 50	Unnamed: 51
1864	SRX19961298	SRR24163401	5/24/2023 13:08	4/13/2023 20:35	8920149.0	1043343919.0	0.0	116.0	304.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR024/24163/SRR24163401/SRR24163401.lite.1	GSM7173189	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	NextSeq 2000	5110.0	SRP432577	PRJNA955279	3.0	955279.0	SRS17308814	SAMN34175027	simple	1773.0	Mycobacterium tuberculosis	GSM7173189							no					INSTITUT PASTEUR	SRA1620485		public	92607648B4FC7C4040C732EBFBC847DC	2464C25D380F8A41EC0B0886E9B7E4A6				
1865	SRX19961299	SRR24163400	5/24/2023 13:08	4/13/2023 20:35	11460985.0	1342668270.0	0.0	117.0	388.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR024/24163/SRR24163400/SRR24163400.lite.1	GSM7173190	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	NextSeq 2000	5110.0	SRP432577	PRJNA955279	3.0	955279.0	SRS17308815	SAMN34175026	simple	1773.0	Mycobacterium tuberculosis	GSM7173190							no					INSTITUT PASTEUR	SRA1620485		public	5E3D117A91DF3E046E79B9DE3607DF26	87A5483E92B5AB0CB87AADD65750F748				
1866	SRX19961300	SRR24163399	5/24/2023 13:08	4/13/2023 20:35	7438339.0	870083879.0	0.0	116.0	254.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR024/24163/SRR24163399/SRR24163399.lite.1	GSM7173191	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0.0	0.0	ILLUMINA	NextSeq 2000	5110.0	SRP432577	PRJNA955279	3.0	955279.0	SRS17308816	SAMN34175025	simple	1773.0	Mycobacterium tuberculosis	GSM7173191							no					INSTITUT PASTEUR	SRA1620485		public	06AB7BC747D270C7E22FD9D869D5AA37	CC86550C31FC9ED05E85BF46083DC11D				
1867	SRX20004981	SRR24208454	4/19/2023 3:07	4/19/2023 3:03	9859526.0	2737658522.0	9859526.0	277.0	933.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR024/24208/SRR24208454/SRR24208454.lite.1	H37Rv_RNAseq_pH7_rep1	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	Illumina NovaSeq 6000	5109.0	SRP432920	PRJNA952396		952396.0	SRS17349535	SAMN34240624	simple	1773.0	Mycobacterium tuberculosis	H37RvpH7R1							no					UNIVERSITY OF QUEENSLAND	SRA1623543		public	877CE70E069F934DD5BF2F86F7E3292C	4A92F6B04209DA53C530A83A96C2FA02				
1868	SRX20004982	SRR24208453	4/19/2023 3:07	4/19/2023 3:04	11833080.0	3307221665.0	11833080.0	279.0	1101.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR024/24208/SRR24208453/SRR24208453.lite.1	H37Rv_RNAseq_pH7_rep2	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	Illumina NovaSeq 6000	5109.0	SRP432920	PRJNA952396		952396.0	SRS17349536	SAMN34240625	simple	1773.0	Mycobacterium tuberculosis	H37RvpH7R2							no					UNIVERSITY OF QUEENSLAND	SRA1623543		public	1A32711453E983EAF288E06135BABF0D	8A84E519D467BEE93270E3363E0C3784				
1869	SRX20004983	SRR24208452	4/19/2023 3:07	4/19/2023 3:05	14168590.0	3947398388.0	14168590.0	278.0	1361.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR024/24208/SRR24208452/SRR24208452.lite.1	tcrXY_RNAseq_pH5.4_rep2	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	Illumina NovaSeq 6000	5106.0	SRP432920	PRJNA952396		952396.0	SRS17349537	SAMN34240634	simple	1773.0	Mycobacterium tuberculosis	tcrXYpH5.4R2							no					UNIVERSITY OF QUEENSLAND	SRA1623543		public	62D59FB4B86418E1F1967B9C4921C609	C6B14E9DC7151DAEEA3FF059F565E367				
1870	SRX20004984	SRR24208451	4/19/2023 3:07	4/19/2023 3:05	13478744.0	3756232153.0	13478744.0	278.0	1254.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR024/24208/SRR24208451/SRR24208451.lite.1	tcrXY_RNAseq_pH5.4_rep3	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	Illumina NovaSeq 6000	5106.0	SRP432920	PRJNA952396		952396.0	SRS17349538	SAMN34240635	simple	1773.0	Mycobacterium tuberculosis	tcrXYpH5.4R3							no					UNIVERSITY OF QUEENSLAND	SRA1623543		public	89741AC53A6214F3C6E9610E137C7C20	BE02BB22065FF3A28C0BCC27A8D96D33				
1871	SRX20004985	SRR24208450	4/19/2023 3:07	4/19/2023 3:03	10385096.0	2930377636.0	10385096.0	282.0	979.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR024/24208/SRR24208450/SRR24208450.lite.1	H37Rv_RNAseq_pH7_rep3	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	Illumina NovaSeq 6000	5109.0	SRP432920	PRJNA952396		952396.0	SRS17349539	SAMN34240626	simple	1773.0	Mycobacterium tuberculosis	H37RvpH7R3							no					UNIVERSITY OF QUEENSLAND	SRA1623543		public	D6C3169A92A17DD63DB088F60304794E	23A1996D61ED25A6D267165749DFC6E7				
1872	SRX20004986	SRR24208449	4/19/2023 3:06	4/19/2023 3:02	11661451.0	3206282977.0	11661451.0	274.0	1075.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR024/24208/SRR24208449/SRR24208449.lite.1	H37Rv_RNAseq_pH5.4_rep1	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	Illumina NovaSeq 6000	5108.0	SRP432920	PRJNA952396		952396.0	SRS17349541	SAMN34240627	simple	1773.0	Mycobacterium tuberculosis	H37RvpH5.4R1							no					UNIVERSITY OF QUEENSLAND	SRA1623543		public	BDA7EBE65E4F5D126BEB15F509FB8579	A987B5F5DE0A9D29354D8CF8C840D31F				
1873	SRX20004987	SRR24208448	4/19/2023 3:07	4/19/2023 3:05	12383871.0	3433548382.0	12383871.0	277.0	1154.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR024/24208/SRR24208448/SRR24208448.lite.1	H37Rv_RNAseq_pH5.4_rep2	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	Illumina NovaSeq 6000	5108.0	SRP432920	PRJNA952396		952396.0	SRS17349540	SAMN34240628	simple	1773.0	Mycobacterium tuberculosis	H37RvpH5.4R2							no					UNIVERSITY OF QUEENSLAND	SRA1623543		public	0495E9C2BB538E60C35BBE27E237B880	9EF716AA995A0078CE7BC0B6061693AF				
1874	SRX20004988	SRR24208447	4/19/2023 3:07	4/19/2023 3:05	12567455.0	3506706118.0	12567455.0	279.0	1167.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR024/24208/SRR24208447/SRR24208447.lite.1	H37Rv_RNAseq_pH5.4_rep3	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	Illumina NovaSeq 6000	5108.0	SRP432920	PRJNA952396		952396.0	SRS17349542	SAMN34240629	simple	1773.0	Mycobacterium tuberculosis	H37RvpH5.4R3							no					UNIVERSITY OF QUEENSLAND	SRA1623543		public	421A50137EF1A6C2A65C77752D0E39CF	CBE8348763FD7A736366BDE3B0448456				
1875	SRX20004989	SRR24208446	4/19/2023 3:07	4/19/2023 3:05	14013983.0	3939934578.0	14013983.0	281.0	1315.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR024/24208/SRR24208446/SRR24208446.lite.1	tcrXY_RNAseq_pH7_rep1	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	Illumina NovaSeq 6000	5107.0	SRP432920	PRJNA952396		952396.0	SRS17349543	SAMN34240630	simple	1773.0	Mycobacterium tuberculosis	tcrXYpH7R1							no					UNIVERSITY OF QUEENSLAND	SRA1623543		public	85CBAE758C0664302135564337842681	A136DB8BD12D0931D035365D1F661E91				
1876	SRX20004990	SRR24208445	4/19/2023 3:07	4/19/2023 3:03	13621580.0	3915110120.0	13621580.0	287.0	1308.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR024/24208/SRR24208445/SRR24208445.lite.1	tcrXY_RNAseq_pH7_rep2	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	Illumina NovaSeq 6000	5107.0	SRP432920	PRJNA952396		952396.0	SRS17349544	SAMN34240631	simple	1773.0	Mycobacterium tuberculosis	tcrXYpH7R2							no					UNIVERSITY OF QUEENSLAND	SRA1623543		public	A455AB30DFD02A825ADE9C988C4C4BD2	9521DB11C7B0EC885B8DF783E8AF7D83				
1877	SRX20004991	SRR24208444	4/19/2023 3:06	4/19/2023 3:03	10903617.0	3106077897.0	10903617.0	284.0	1041.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR024/24208/SRR24208444/SRR24208444.lite.1	tcrXY_RNAseq_pH7_rep3	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	Illumina NovaSeq 6000	5107.0	SRP432920	PRJNA952396		952396.0	SRS17349545	SAMN34240632	simple	1773.0	Mycobacterium tuberculosis	tcrXYpH7R3							no					UNIVERSITY OF QUEENSLAND	SRA1623543		public	5FE28C446DACAC20EF21E2E026019AA9	4D2F989BD4DEE81B7F8B568B57E38F3F				
1878	SRX20004992	SRR24208443	4/19/2023 3:06	4/19/2023 3:03	10109316.0	2857001304.0	10109316.0	282.0	977.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR024/24208/SRR24208443/SRR24208443.lite.1	tcrXY_RNAseq_pH5.4_rep1	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	Illumina NovaSeq 6000	5106.0	SRP432920	PRJNA952396		952396.0	SRS17349546	SAMN34240633	simple	1773.0	Mycobacterium tuberculosis	tcrXYpH5.4R1							no					UNIVERSITY OF QUEENSLAND	SRA1623543		public	5C89D56CE9573A38F2E3810714B38406	C04AB0C7064A56E1A946FAD01605BC9E				
1879	SRX20229678	SRR24442392	6/1/2024 0:28	5/4/2023 21:48	22061549.0	3332285860.0	22061549.0	151.0	789.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR024/24442/SRR24442392/SRR24442392.lite.1	DMSO control	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	NextSeq 500	5105.0	SRP436019	PRJNA967400		967400.0	SRS17547936	SAMN34591679	simple	1773.0	Mycobacterium tuberculosis	DMSO							no					UNIVERSITY OF OTAGO	SRA1632963		public	94B529117B3BA8D5F0B4AB482BD614D2	9B56ABD1A4AC64D5F6F8446CA4FBE139				
1880	SRX20229679	SRR24442391	6/1/2024 0:28	5/4/2023 21:46	24215923.0	3657714094.0	24215923.0	151.0	849.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR024/24442/SRR24442391/SRR24442391.lite.1	BB2-50F 0.03 X MIC	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	NextSeq 500	5104.0	SRP436019	PRJNA967400		967400.0	SRS17547935	SAMN34591680	simple	1773.0	Mycobacterium tuberculosis	BB2-50F_0.03X							no					UNIVERSITY OF OTAGO	SRA1632963		public	8E32C540BF45A7D27E481BA7F4178E8D	D6FA61DEE1342E1156BDF091848597C3				
1881	SRX20229680	SRR24442390	6/1/2024 0:28	5/4/2023 21:47	22798178.0	3443666519.0	22798178.0	151.0	862.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR024/24442/SRR24442390/SRR24442390.lite.1	BB2-50F 0.1 X MIC	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	NextSeq 500	5103.0	SRP436019	PRJNA967400		967400.0	SRS17547939	SAMN34591681	simple	1773.0	Mycobacterium tuberculosis	BB2-50F_0.1X							no					UNIVERSITY OF OTAGO	SRA1632963		public	05828F1D3752A035B6DB786EF16BDB56	7641ADBF45B2C309523EA1815716C5A3				
1882	SRX20229681	SRR24442389	6/1/2024 0:28	5/4/2023 21:46	18307210.0	2765380366.0	18307210.0	151.0	698.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR024/24442/SRR24442389/SRR24442389.lite.1	BB2-50F 0.3 X MIC	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	NextSeq 500	5102.0	SRP436019	PRJNA967400		967400.0	SRS17547938	SAMN34591682	simple	1773.0	Mycobacterium tuberculosis	BB2-50F_0.3X							no					UNIVERSITY OF OTAGO	SRA1632963		public	69D7FD55740F44272F6D7DCA6E73AC69	9317485679C735D1092C0663E3877890				
1883	SRX20229682	SRR24442388	6/1/2024 0:28	5/4/2023 21:47	23307714.0	3520935928.0	23307714.0	151.0	815.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR024/24442/SRR24442388/SRR24442388.lite.1	BB2-50F 1 X MIC	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	NextSeq 500	5101.0	SRP436019	PRJNA967400		967400.0	SRS17547937	SAMN34591683	simple	1773.0	Mycobacterium tuberculosis	BB2-50F_1X							no					UNIVERSITY OF OTAGO	SRA1632963		public	0180FE9965ED6E3A1710F192BB547461	6E1C3FB1D06BA4D1267EDA2EBD0D1AB4				
1884	SRX20229683	SRR24442387	6/1/2024 0:28	5/4/2023 21:47	19780780.0	2988030446.0	19780780.0	151.0	723.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR024/24442/SRR24442387/SRR24442387.lite.1	BB2-50F 3 X MIC	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	NextSeq 500	5100.0	SRP436019	PRJNA967400		967400.0	SRS17547940	SAMN34591684	simple	1773.0	Mycobacterium tuberculosis	BB2-50F_3X							no					UNIVERSITY OF OTAGO	SRA1632963		public	64FE984903CAE5FE8D7E0AFAFACCF448	8A9FC943A5EFA2B4FF40ABDE32DA31FF				
1885	SRX20229684	SRR24442386	6/1/2024 0:44	5/14/2023 21:12	23490066.0	3548302384.0	23490066.0	151.0	919.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR024/24442/SRR24442386/SRR24442386.lite.1	BB2-50F 10 X MIC	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	NextSeq 500	5099.0	SRP436019	PRJNA967400		967400.0	SRS17547941	SAMN34591685	simple	1773.0	Mycobacterium tuberculosis	BB2-50F_10X							no					UNIVERSITY OF OTAGO	SRA1632963		public	899503A25EC85529D70F87395152801E	7B1580845E93D45DCADE99A5067ED09B				
1886	SRX20229685	SRR24442385	6/1/2024 0:44	5/4/2023 21:47	27957919.0	4223879228.0	27957919.0	151.0	1332.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR024/24442/SRR24442385/SRR24442385.lite.1	BB2-50F 30 X MIC	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	NextSeq 500	5098.0	SRP436019	PRJNA967400		967400.0	SRS17547942	SAMN34591686	simple	1773.0	Mycobacterium tuberculosis	BB2-50F_30X							no					UNIVERSITY OF OTAGO	SRA1632963		public	9A3090CD269B388B7248C6C9CC893527	3D9A35ABAE8C3260CC33E0C9B79869EC				
1887	SRX20415112	SRR24634931	12/22/2023 0:00	5/18/2023 11:36	15711080.0	4289213962.0	15711080.0	273.0	1263.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR024/24634/SRR24634931/SRR24634931.lite.1	GSM7371846	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	Illumina HiSeq 2500	5097.0	SRP438379	PRJNA973593	3.0	973593.0	SRS17729967	SAMN35130972	simple	83332.0	Mycobacterium tuberculosis H37Rv	GSM7371846							no					GRUPO DE GENÉTICA DE MICOBACTERIAS, MICROBIOLOGY, UNIVERSITY OF ZARAGOZA	SRA1639976		public	7A484958F99162797E6F4213599046F6	6DDD8A4A72AAB6D284772B9A1AA2867F				
1888	SRX20415113	SRR24634930	12/22/2023 0:00	5/18/2023 11:29	12308540.0	3490832109.0	12308540.0	283.0	1008.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR024/24634/SRR24634930/SRR24634930.lite.1	GSM7371847	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	Illumina HiSeq 2500	5097.0	SRP438379	PRJNA973593	3.0	973593.0	SRS17729969	SAMN35130971	simple	83332.0	Mycobacterium tuberculosis H37Rv	GSM7371847							no					GRUPO DE GENÉTICA DE MICOBACTERIAS, MICROBIOLOGY, UNIVERSITY OF ZARAGOZA	SRA1639976		public	98C861AA15689FE814631ADFA09D7669	1C6A2A820250D056D4CBFC51DC2DF4FD				
1889	SRX20415114	SRR24634929	12/22/2023 0:00	5/18/2023 11:29	10161539.0	2809619635.0	10161539.0	276.0	819.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR024/24634/SRR24634929/SRR24634929.lite.1	GSM7371848	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	Illumina HiSeq 2500	5096.0	SRP438379	PRJNA973593	3.0	973593.0	SRS17729971	SAMN35130970	simple	83332.0	Mycobacterium tuberculosis H37Rv	GSM7371848							no					GRUPO DE GENÉTICA DE MICOBACTERIAS, MICROBIOLOGY, UNIVERSITY OF ZARAGOZA	SRA1639976		public	6E3B31AE1728B462C8E82DFB6FD6D991	468B52CF1C359E7A05BF27E1D3463829				
1890	SRX20415115	SRR24634928	12/22/2023 0:00	5/18/2023 11:32	11589436.0	3285779611.0	11589436.0	283.0	946.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR024/24634/SRR24634928/SRR24634928.lite.1	GSM7371849	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	Illumina HiSeq 2500	5096.0	SRP438379	PRJNA973593	3.0	973593.0	SRS17729970	SAMN35130969	simple	83332.0	Mycobacterium tuberculosis H37Rv	GSM7371849							no					GRUPO DE GENÉTICA DE MICOBACTERIAS, MICROBIOLOGY, UNIVERSITY OF ZARAGOZA	SRA1639976		public	5F704825CD1D1128B7E64E1CC0CC8A27	73674EA55B7BB46B02E02E49F79EF517				
1891	SRX20415116	SRR24634927	12/22/2023 0:00	5/18/2023 11:31	13120413.0	3660823907.0	13120413.0	279.0	1067.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR024/24634/SRR24634927/SRR24634927.lite.1	GSM7371850	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	Illumina HiSeq 2500	5095.0	SRP438379	PRJNA973593	3.0	973593.0	SRS17729963	SAMN35130968	simple	1773.0	Mycobacterium tuberculosis	GSM7371850							no					GRUPO DE GENÉTICA DE MICOBACTERIAS, MICROBIOLOGY, UNIVERSITY OF ZARAGOZA	SRA1639976		public	4EF652CB87B2ACCE54757DC0B81B64C2	0DA502DEF41C20B9634D6C37B7203D34				
1892	SRX20415117	SRR24634926	12/22/2023 0:00	5/18/2023 11:31	17559313.0	4994711471.0	17559313.0	284.0	1446.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR024/24634/SRR24634926/SRR24634926.lite.1	GSM7371851	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	Illumina HiSeq 2500	5095.0	SRP438379	PRJNA973593	3.0	973593.0	SRS17729968	SAMN35130967	simple	1773.0	Mycobacterium tuberculosis	GSM7371851							no					GRUPO DE GENÉTICA DE MICOBACTERIAS, MICROBIOLOGY, UNIVERSITY OF ZARAGOZA	SRA1639976		public	6C04AB953FE59E5C7014088FAA20A7A6	44ACF2EBD967DB69C243C990E852E4AD				
1893	SRX20415118	SRR24634925	12/22/2023 0:00	5/18/2023 11:31	12758495.0	3548288784.0	12758495.0	278.0	1035.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR024/24634/SRR24634925/SRR24634925.lite.1	GSM7371852	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	Illumina HiSeq 2500	5094.0	SRP438379	PRJNA973593	3.0	973593.0	SRS17729962	SAMN35130966	simple	1773.0	Mycobacterium tuberculosis	GSM7371852							no					GRUPO DE GENÉTICA DE MICOBACTERIAS, MICROBIOLOGY, UNIVERSITY OF ZARAGOZA	SRA1639976		public	F0D492EFE25DD61B0D46F3E9DAA428FD	E59BCEB35A856EA397025D6B6BDB97F4				
1894	SRX20415119	SRR24634924	12/22/2023 0:00	5/18/2023 11:31	14108958.0	4020612850.0	14108958.0	284.0	1169.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR024/24634/SRR24634924/SRR24634924.lite.1	GSM7371853	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	Illumina HiSeq 2500	5094.0	SRP438379	PRJNA973593	3.0	973593.0	SRS17729966	SAMN35130965	simple	1773.0	Mycobacterium tuberculosis	GSM7371853							no					GRUPO DE GENÉTICA DE MICOBACTERIAS, MICROBIOLOGY, UNIVERSITY OF ZARAGOZA	SRA1639976		public	04A89617526F9059C1527EA5AD6555B1	74B822A3E704A77F9AE53AEDAF62348F				
1895	SRX20415120	SRR24634923	12/22/2023 0:00	5/18/2023 11:30	11790302.0	3365566264.0	11790302.0	285.0	965.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR024/24634/SRR24634923/SRR24634923.lite.1	GSM7371854	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	Illumina HiSeq 2500	5093.0	SRP438379	PRJNA973593	3.0	973593.0	SRS17729965	SAMN35130964	simple	1765.0	Mycobacterium tuberculosis variant bovis	GSM7371854							no					GRUPO DE GENÉTICA DE MICOBACTERIAS, MICROBIOLOGY, UNIVERSITY OF ZARAGOZA	SRA1639976		public	52D4A06182684876FD1132C8DA843D3E	D32E0019ADDD4FA2F6C116E79660FA96				
1896	SRX20415121	SRR24634922	12/22/2023 0:00	5/18/2023 11:32	16889723.0	4756934805.0	16889723.0	281.0	1375.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR024/24634/SRR24634922/SRR24634922.lite.1	GSM7371855	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	Illumina HiSeq 2500	5093.0	SRP438379	PRJNA973593	3.0	973593.0	SRS17729973	SAMN35130963	simple	1765.0	Mycobacterium tuberculosis variant bovis	GSM7371855							no					GRUPO DE GENÉTICA DE MICOBACTERIAS, MICROBIOLOGY, UNIVERSITY OF ZARAGOZA	SRA1639976		public	A3D00E91F7AB5F2F3DA8D63B316FF0CD	4B2F02718B6E9C87C01386D0BBEE9B99				
1897	SRX20415122	SRR24634921	12/22/2023 0:00	5/18/2023 11:31	11387774.0	3261179342.0	11387774.0	286.0	943.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR024/24634/SRR24634921/SRR24634921.lite.1	GSM7371856	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	Illumina HiSeq 2500	5092.0	SRP438379	PRJNA973593	3.0	973593.0	SRS17729974	SAMN35130962	simple	1765.0	Mycobacterium tuberculosis variant bovis	GSM7371856							no					GRUPO DE GENÉTICA DE MICOBACTERIAS, MICROBIOLOGY, UNIVERSITY OF ZARAGOZA	SRA1639976		public	053608979A6B377EC4D7A00EF1A7F5A5	BF9E0F23AB0F32614459335483ECBC12				
1898	SRX20415123	SRR24634920	12/22/2023 0:00	5/18/2023 11:59	14834249.0	4155442829.0	14834249.0	280.0	1209.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR024/24634/SRR24634920/SRR24634920.lite.1	GSM7371857	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	Illumina HiSeq 2500	5092.0	SRP438379	PRJNA973593	3.0	973593.0	SRS17729964	SAMN35130961	simple	1765.0	Mycobacterium tuberculosis variant bovis	GSM7371857							no					GRUPO DE GENÉTICA DE MICOBACTERIAS, MICROBIOLOGY, UNIVERSITY OF ZARAGOZA	SRA1639976		public	8FFA9EDF62295DADADB563FBE6DA8F7C	0F045B52EEB273F899794BABD74649A6				
1899	SRX20534964	SRR24759677	8/4/2023 8:06	8/4/2023 7:54	11775287.0	3532586100.0	11775287.0	300.0	1543.0		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR024/24759/SRR24759677/SRR24759677.lite.1	Control-1	RNA-Seq	RANDOM	TRANSCRIPTOMIC	PAIRED	0.0	0.0	ILLUMINA	Illumina HiSeq 2000	5091.0	SRP440079	PRJNA977444		977444.0	SRS17843149	SAMN35524147	simple	1773.0	Mycobacterium tuberculosis	Control-1							no					FOREVERGEN BIOSCIENCES CO	SRA1645786		public	33BF50153604791A23C1EA2EBCA70CAE	9F99A47B5479266235D04B27F3F14F29				
